name,if,else,loop,add,sub,mul,div,and,or,not,bigger,smaller,equal,dot,long,double,int,char,unsigned,void,str,num,label
d0b8bdca7c2c4f71,1,1,2,5,5,1,1,0,0,1,6,4,7,0,0,0,4,0,0,0,0,0,3
8401797bace441ad,4,0,3,16,5,3,0,1,0,0,0,4,21,0,0,0,5,4,0,0,8,20,1
f95b3b4c39354c50,4,0,9,20,0,0,0,0,0,0,1,10,19,0,0,0,6,0,0,0,16,13,34
8d6a1ace93e4489c,4,3,0,6,6,9,3,0,0,0,0,4,8,0,0,0,6,0,0,0,16,61,68
241e424d580849a0,8,6,2,4,0,0,0,0,0,0,0,2,20,0,0,0,4,2,0,0,20,3,33
7167460accde4791,2,0,7,67,0,1,0,0,0,1,1,6,16,6,0,0,9,3,0,0,39,56,35
6cada545db144ced,4,0,6,18,10,0,1,0,1,0,2,7,24,0,0,4,7,0,0,0,9,9,65
bc001b73c6d0441a,2,1,3,10,1,0,0,0,0,0,0,4,11,0,0,0,6,1,0,0,10,12,10
217f22c68bf34149,1,0,1,5,1,5,0,0,0,0,0,0,6,0,0,0,10,0,0,0,14,18,22
dfd803f6a6f44c88,5,1,3,9,0,1,3,0,0,0,2,2,19,0,0,0,8,0,0,0,11,9,25
d852adbb516143d0,2,1,0,3,15,26,2,0,0,0,1,1,4,2,0,9,1,1,0,0,31,14,36
dc578863800b466c,4,1,2,8,3,0,0,1,0,2,1,2,16,0,0,0,6,1,0,0,5,8,82
a7970d63762d48bd,3,2,3,10,9,0,1,0,0,0,6,13,12,0,0,4,3,0,0,0,1,3,65
8773f39fc5d14ffa,3,2,2,1,0,31,0,0,0,3,0,0,19,22,0,0,4,5,0,0,39,8,42
f141eca7d2ea48ba,3,2,4,8,10,0,0,4,0,0,0,4,19,0,0,0,4,1,0,0,15,12,63
30b2cb1acd704e5a,4,3,1,9,3,4,4,2,0,0,3,4,11,4,0,5,3,0,0,0,56,38,27
4b0df987e8d44a21,1,0,1,4,0,0,0,0,0,0,2,5,11,0,0,0,5,0,0,0,0,26,81
8438500154be4a0c,1,1,3,6,2,0,0,0,0,0,6,6,11,0,0,0,7,0,0,0,0,8,7
06bc79bd105d4954,3,0,3,10,1,0,0,0,0,1,0,3,9,0,0,0,7,0,0,0,11,4,23
7dabbba5e41c46b6,2,0,4,8,1,1,1,1,0,0,0,4,21,0,0,0,5,0,0,0,6,25,64
5764be782f854845,3,1,5,8,2,0,0,0,0,1,2,4,18,0,0,0,9,4,0,0,10,36,45
d110284f344c4e52,9,3,3,12,0,0,0,5,1,0,13,16,32,0,0,0,3,0,0,0,18,6,12
79c5f743da65428a,2,0,2,5,2,0,0,0,1,0,5,6,12,0,0,0,8,0,0,0,0,10,13
42bb71a104104cf6,1,1,1,6,0,0,0,3,1,1,2,1,11,0,0,0,6,0,0,0,8,33,39
23ae43b8c1f94958,2,0,5,13,3,0,0,0,0,0,7,17,18,0,0,0,8,2,0,0,0,19,35
72043a13e4124815,4,2,4,11,1,0,0,0,0,2,1,3,14,0,0,0,5,0,0,0,8,3,5
4197eb54fdff4c77,6,0,4,14,0,0,0,4,0,0,8,4,21,16,0,0,10,3,0,0,22,39,44
e49c789f876d4a46,4,2,3,9,1,0,1,0,0,0,2,13,18,0,0,2,7,0,0,0,0,5,64
37a0dd61b0064379,0,0,0,2,4,3,1,0,0,0,0,0,4,1,0,0,6,0,0,0,6,3,3
87ae671100664f1c,4,2,2,6,0,0,0,2,0,0,3,6,14,0,0,0,2,2,0,0,7,8,78
fa818c7a1f64400a,2,0,16,35,5,0,0,0,0,0,0,18,30,0,0,0,37,0,0,4,8,42,37
0e4b121ac5774169,2,1,3,10,1,0,0,1,0,0,6,9,13,0,0,0,7,0,0,0,5,4,23
78347386d5c84049,0,0,3,7,5,0,0,0,0,0,4,7,7,0,0,0,4,0,0,0,0,8,13
680ea55b199f4d5f,1,0,2,2,22,8,0,0,0,1,22,0,11,0,0,0,2,4,0,0,37,6,42
9f698eaa46e54751,6,1,4,11,2,0,3,1,0,2,0,3,25,0,0,0,12,1,0,0,11,16,25
ab973b513d3a4f6b,3,1,3,7,4,3,0,0,2,0,1,4,15,0,0,0,6,0,0,0,12,20,7
449781595f464a1c,2,0,4,6,7,0,0,0,0,1,1,3,11,0,0,0,10,0,0,1,10,3,11
4fb6c0d44c174e9a,2,1,5,12,2,0,0,0,0,1,0,5,11,0,0,0,7,0,0,0,9,6,67
152665c4a1444350,1,0,6,13,0,0,0,0,0,3,1,3,14,0,0,0,4,3,0,0,10,15,72
8cc7a510096d4eef,7,1,2,8,26,9,0,4,0,1,34,1,31,0,0,0,8,3,0,0,34,33,44
e7eaf7dea25543ec,0,0,4,10,4,0,0,0,0,0,0,4,6,0,0,0,5,0,0,0,10,6,11
f1cb7fc3c838458e,5,0,5,12,0,0,0,0,0,1,2,5,19,0,0,0,8,0,0,0,16,7,34
d9a5f2ffd5594c9c,4,1,3,9,2,4,0,0,0,0,7,20,8,0,0,0,5,0,0,0,0,14,7
a6b16c92919d4b10,5,3,2,4,0,0,0,13,11,1,2,2,61,0,0,0,6,0,0,0,18,34,9
b5f7bf36029849f7,4,0,8,17,0,0,0,0,0,0,1,9,18,0,0,0,9,0,0,0,14,4,73
799e92a29d354c7f,5,0,1,4,0,0,0,2,0,0,4,11,10,2,0,0,1,2,0,0,3,22,78
60ba4e5a9d234237,2,1,3,7,12,0,0,0,1,0,1,3,15,0,0,0,7,0,0,0,6,11,13
b7a845b777b64763,5,3,4,12,9,4,0,0,0,0,4,3,18,0,0,0,6,0,0,0,8,27,7
addfe0e08ff04ee0,5,1,3,7,0,1,1,0,0,0,2,2,20,0,0,0,8,0,0,0,11,7,25
1bd8746b08574456,1,1,0,3,10,17,6,0,0,0,0,1,5,2,0,9,0,0,0,0,31,18,36
d3b00e130b794b6c,5,0,4,8,4,0,0,8,0,9,0,22,42,0,0,0,6,0,0,0,0,15,77
468dad1234ef4275,4,3,2,8,3,4,4,2,0,0,1,7,23,4,0,9,2,0,0,0,55,43,27
398463403ede4af7,1,1,1,5,10,18,2,0,0,0,1,1,6,1,0,5,1,0,0,0,19,18,36
5622d59229f249eb,4,2,3,8,0,0,0,0,0,1,0,3,14,0,0,0,4,2,0,0,11,9,79
6e913f76f2694a5b,3,0,6,16,2,0,0,0,0,2,1,6,20,0,0,0,9,0,0,0,9,8,54
a0b2cc4dbad14912,3,0,5,10,6,0,0,0,0,0,3,4,14,9,0,0,7,3,0,0,10,14,45
7272b525f5774181,12,0,6,10,10,0,0,1,0,0,3,5,40,0,0,0,7,1,0,0,10,3,30
42d453e4b6554566,1,0,4,7,5,3,0,0,0,1,0,3,9,0,0,0,6,0,0,0,8,3,11
56e80cf744044917,3,1,2,6,1,0,0,1,0,0,0,3,9,0,0,0,5,0,0,0,11,6,0
9d5d314294454a5d,2,1,3,9,0,0,0,0,0,0,0,3,10,0,0,0,7,0,0,0,11,0,23
10b199026ec140dc,3,2,1,2,0,0,0,1,0,0,3,2,10,0,0,0,6,0,0,0,12,1,8
42b367e5bba54826,3,3,1,5,4,1,1,0,0,1,4,2,6,0,0,0,9,0,0,0,0,0,3
3e024933f3354043,5,0,7,18,0,0,0,0,0,1,9,24,25,0,0,0,5,1,0,0,2,9,59
6c1d746789484f0b,1,1,1,5,2,3,0,5,0,0,0,0,13,0,0,0,9,0,0,0,14,14,22
893a0250588d4b11,3,1,7,14,7,0,0,0,0,0,2,4,25,0,0,0,3,3,0,0,6,11,72
a3d2655c5c0b47bb,5,1,5,18,6,5,0,0,0,1,5,16,23,0,0,0,8,1,0,0,2,6,26
933505e972e24744,5,4,4,10,0,0,0,3,2,3,9,13,30,0,0,0,18,0,0,0,5,73,9
c8224bc04b394b08,2,2,0,3,5,10,3,0,0,0,0,1,6,2,0,0,0,0,0,0,26,16,36
61c7c2ba03394d21,5,3,2,4,0,0,0,0,0,0,0,2,18,0,0,0,3,1,0,0,12,6,33
8801c3c7ba274096,4,0,3,10,2,0,0,0,0,1,0,3,14,0,0,0,5,0,0,0,11,8,0
d97b86263e2b4fc3,3,0,3,6,2,0,1,1,0,0,1,3,13,0,0,0,8,0,0,0,10,6,16
fa77d97458cc4310,4,0,2,5,0,0,0,0,0,1,0,2,14,0,0,0,6,2,0,0,6,4,51
08fefcad7ad04212,4,1,4,9,1,0,1,0,0,2,2,16,24,0,0,2,9,0,0,0,2,9,16
06efe76bc7d24e91,4,2,2,5,0,1,0,1,0,0,5,5,18,0,0,0,5,0,0,0,0,11,56
2fe8fc81ba534e7e,2,1,1,9,0,8,0,2,0,0,2,3,7,0,0,0,2,1,0,0,2,6,57
9d79ab3211f34996,4,3,4,22,13,6,0,1,0,1,8,9,15,0,0,0,15,0,0,2,0,20,55
2c223ce6cf60491f,6,1,3,8,2,0,0,1,0,2,1,3,22,0,0,0,15,0,0,0,13,56,9
39944ce7313448ea,3,0,2,9,1,0,0,1,0,1,3,13,12,0,0,0,3,1,0,0,7,4,52
ab98b54225084ffb,4,0,5,16,1,0,0,0,0,0,0,7,17,11,0,0,10,0,0,0,16,8,34
4488a862e961440a,4,1,8,20,0,0,0,2,0,0,1,9,33,0,0,0,7,0,0,0,16,14,34
6c9faa37e87e4430,3,0,5,13,1,3,0,0,0,2,4,9,16,0,0,0,8,0,0,0,2,0,75
e5e9c9f82f934820,2,1,4,8,2,0,0,9,0,0,5,9,22,0,0,0,9,0,0,0,16,14,34
145f9ae955b94d95,2,2,1,2,4,0,4,0,0,0,11,14,4,4,0,0,4,0,0,0,15,14,19
74b8b093e37a42f4,3,1,4,12,5,3,0,0,0,0,0,4,17,0,0,0,8,0,0,0,10,0,75
3ab479ce88654de3,1,1,2,9,0,0,0,0,0,1,0,1,10,0,0,0,3,2,0,0,2,10,58
807ec71ffa8a46cd,3,1,8,16,16,0,0,0,0,0,3,7,20,3,0,5,5,1,0,0,23,12,59
de00291442c142da,4,0,5,11,1,0,0,0,0,0,3,18,21,0,0,0,22,0,0,0,8,10,73
966138b3fdae492a,7,7,0,0,0,0,0,6,0,6,0,0,20,0,0,0,1,0,0,0,9,42,32
fc069af184a54a0e,2,0,3,8,0,0,0,0,0,1,0,3,13,0,0,0,6,0,0,0,6,13,24
4f0b4e138a024bb4,4,0,2,11,4,2,1,2,2,2,7,6,32,7,1,0,11,1,0,0,28,57,6
f2b7f4c20f9c46e5,2,2,3,18,1,0,0,2,0,0,2,8,13,1,0,0,4,2,0,0,0,13,57
65ef203a2eab4f9d,4,4,3,7,8,2,1,0,0,0,11,5,20,0,0,0,7,3,0,0,2,17,4
79ef91e575464b93,4,1,6,14,5,4,2,0,0,0,2,6,22,10,0,0,10,0,0,0,12,25,41
1d652c89840b4699,7,6,3,15,4,0,0,7,0,0,0,3,36,0,0,0,5,0,0,0,16,60,81
7b482997e88848cc,34,5,3,6,0,0,0,12,4,2,10,13,86,0,0,0,19,0,0,0,9,9,12
270745b0e8774220,2,0,6,13,9,0,0,2,0,0,3,6,18,0,0,0,11,0,0,0,6,9,55
a46bd1687d49402f,8,0,0,0,0,0,0,3,1,6,0,0,18,0,0,0,1,0,0,0,3,17,32
de8412cd90684f87,4,4,3,12,7,1,0,5,3,5,0,3,35,0,0,0,9,0,0,0,16,6,50
98986c994f4d4ed8,3,0,4,14,1,0,0,4,0,0,4,14,18,0,0,0,6,1,0,0,0,5,61
b0ba1edcb7b14e2e,5,1,7,24,2,1,0,2,0,2,3,8,30,2,0,0,19,3,0,0,10,33,18
96fe491b743f486e,2,1,5,13,4,0,0,1,0,0,1,5,12,0,0,0,15,0,0,6,12,4,76
cf82f4eb09344a0b,3,0,3,6,2,0,1,0,0,0,0,3,12,0,0,0,7,0,0,0,10,5,16
62eddaf2f36f4190,3,0,6,9,19,0,0,0,0,1,12,8,28,0,0,0,9,2,0,0,0,25,31
c0a7dd5e44134c62,4,0,8,18,0,0,0,1,0,0,3,21,20,0,0,0,6,0,0,0,8,12,34
9c062e1a39c74593,2,1,5,13,6,0,0,0,0,0,4,3,13,0,0,0,9,0,0,0,10,13,29
87321af3a23a4cb7,1,0,3,8,10,0,0,0,0,0,2,2,8,14,0,0,11,0,0,0,20,11,71
a0a642ee43d44b34,4,0,3,5,0,1,2,0,0,1,0,2,21,0,0,0,9,0,0,0,11,8,25
276768295ea64fd9,4,0,3,11,1,0,2,0,0,0,0,3,19,0,0,0,6,0,0,0,11,12,0
1484729b0313487d,10,0,3,11,0,0,0,2,2,0,5,11,37,0,0,0,6,0,0,0,12,8,12
b37f3989ab554348,2,1,4,10,4,0,0,0,0,0,6,12,10,0,0,0,6,0,0,0,0,8,75
2770f9f50bae4313,0,0,2,15,0,11,0,0,0,2,0,0,13,0,0,0,7,4,0,0,2,8,58
b939c4cb24864f1a,2,0,7,15,2,1,0,0,0,0,12,15,8,0,0,0,10,0,0,0,0,18,38
c62fb989400a4ecd,3,0,7,16,0,0,0,0,0,0,3,8,15,0,0,0,13,0,0,0,14,11,34
c7386bbae9d7410a,2,0,4,12,1,10,0,0,0,0,0,4,11,0,0,0,8,0,0,0,9,6,67
0c08c28012e64327,2,2,1,4,1,0,0,1,1,1,6,5,13,0,0,0,7,0,0,0,0,58,39
3d789a1219a34512,5,3,5,8,7,10,0,0,2,3,0,4,31,0,0,0,9,1,0,0,16,1,53
0bb009bebd2e40e2,3,2,2,6,2,0,0,0,0,1,2,9,14,0,0,0,8,1,0,1,0,9,17
b41463234e4049c3,3,3,1,9,3,4,4,0,0,0,4,40,13,0,0,5,3,0,0,0,26,31,27
4c993a74a0cc4897,3,0,2,6,1,1,1,1,0,0,2,4,6,5,0,2,4,0,0,0,21,34,19
3804f6ac48b84416,3,1,2,4,3,0,0,1,0,0,0,2,13,0,0,0,8,0,0,0,6,2,64
e40afa0657a945e1,4,3,4,14,13,6,0,1,0,0,2,5,12,0,0,0,12,0,0,2,8,12,55
e630bfd9992c4ff9,6,1,5,17,1,0,0,0,0,2,0,5,36,0,0,0,9,0,0,0,6,16,29
aae566eead564e53,6,1,4,14,1,0,0,0,0,2,2,1,14,0,0,0,5,4,0,0,6,11,26
5cdc123e979446f1,7,2,5,15,3,0,3,2,0,2,1,4,29,0,0,1,13,0,0,0,11,10,25
742fb179fcbf4e0d,1,0,4,14,0,7,0,0,0,2,1,2,20,0,0,0,4,6,0,0,6,17,72
d94b5fbfe11d49dd,5,4,2,4,0,0,0,0,0,0,0,2,21,0,0,0,3,6,0,0,10,9,33
fc7b4038c9f840b5,0,0,5,6,4,0,0,0,0,1,4,1,11,0,0,0,6,0,0,0,10,6,29
7315e1aef4a344af,9,0,10,32,6,0,0,0,0,0,6,12,43,2,0,0,8,1,0,0,3,18,62
275f9122430f42fb,1,0,2,7,2,0,0,0,0,0,2,6,20,0,0,0,4,0,0,0,0,49,81
be2cbf29000e40b0,2,2,3,12,6,4,1,0,1,0,7,8,12,0,0,0,7,0,0,0,0,17,49
59c1ef93923a427a,3,0,1,3,0,0,0,2,0,0,3,3,22,8,0,0,12,0,0,0,20,12,71
8cec5ba234da457c,3,0,3,8,0,0,0,0,0,1,0,3,14,0,0,0,7,0,0,0,9,6,67
455adbc52c974305,4,1,4,14,3,0,2,0,2,0,0,2,28,0,0,0,13,0,0,0,6,11,47
656271160d2e4616,0,0,3,7,2,0,0,0,0,0,8,11,3,0,0,0,14,0,0,0,0,8,76
bdefde7894634b51,3,1,1,4,3,1,0,2,0,0,2,11,12,1,0,0,3,1,0,0,0,11,57
55e2d8c1c79340f9,2,1,2,4,2,0,0,0,0,0,1,3,8,0,0,0,8,0,0,0,8,4,7
4517c29e4a914dc5,7,0,8,16,0,0,0,4,6,1,0,8,52,0,0,0,4,0,0,0,4,53,77
58d6a997ab8f4805,3,1,3,8,1,3,2,0,0,0,1,1,16,0,0,0,9,1,0,0,4,13,14
e74229b3de3f4bb1,6,6,1,6,21,39,12,0,0,0,2,1,34,14,0,7,2,0,0,0,120,35,70
feedfa5faa234dc1,5,0,5,23,0,4,0,8,0,6,1,38,30,0,0,0,9,0,0,0,4,17,2
4b913e2c282742ad,3,2,1,2,5,0,8,1,0,0,2,3,4,4,0,0,2,0,0,0,25,16,19
8865c1d0ccc14b75,2,2,1,10,10,8,9,0,0,0,1,1,12,8,0,0,0,0,0,0,60,23,70
c808ecc3ded84dea,4,0,8,22,0,0,0,0,0,0,1,9,26,3,0,4,5,2,0,0,21,13,59
326ba41861484273,1,0,2,5,4,0,0,0,0,0,5,6,6,0,0,0,5,0,0,0,0,5,13
a8eca1c17cd9431e,12,10,6,37,19,4,3,4,0,0,4,37,85,1,0,0,18,11,0,2,0,189,66
e20fe85ca1344aa7,3,1,8,25,9,0,0,0,0,0,1,9,30,2,0,0,6,2,0,0,14,13,59
93bb133005814eb2,2,0,7,20,0,4,0,5,0,3,0,26,36,0,0,0,9,0,0,0,0,31,77
250f3f6ab05a45c2,2,1,8,18,7,0,0,0,0,0,3,7,15,23,0,0,8,3,0,0,10,14,45
5d1750c7873f4ec5,6,1,5,15,9,5,1,1,1,3,3,3,40,0,0,0,10,0,0,0,10,33,77
f236bc234b3c4cd2,0,0,1,2,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,4,6,77
f5f6ca997cbe4090,1,0,2,6,2,0,0,1,0,0,0,2,21,0,0,0,6,0,0,0,4,49,81
6849a9b0a7fc4b2d,4,1,5,17,5,0,2,0,0,2,0,5,20,0,0,0,6,1,0,0,4,6,61
e42edab1f9b8405f,0,0,6,13,9,0,0,0,0,1,1,4,17,0,0,0,12,0,0,0,6,7,29
477f715e8dbf4f0c,3,0,2,6,0,1,1,0,0,0,2,6,15,0,0,0,8,0,0,0,0,7,56
e93b0961c8bc433d,2,0,2,7,0,0,0,0,0,0,0,2,11,0,0,0,5,3,0,0,6,6,51
a5cfc55138714848,11,1,4,18,34,0,0,10,0,2,15,4,39,37,2,0,7,4,0,0,33,74,44
98bb775e994143fc,0,0,2,4,3,0,0,0,0,0,0,2,3,0,0,0,4,0,0,0,8,6,48
749a98897a7d4e3c,1,0,2,8,4,5,0,0,0,0,0,2,9,0,0,0,5,0,0,0,26,41,22
737c4c3010c94b61,3,2,10,21,0,0,0,4,3,0,4,14,28,0,0,0,5,1,0,0,14,19,60
ce7713a6aca64fbc,5,1,4,16,4,0,0,1,4,1,0,24,40,0,0,0,6,0,0,0,0,13,77
